run_id,created_at_utc,source,query_value,query_type,match_count,saved_count,failure_count,result_csv,manifest_path,formats
smoke-index,2026-06-11T09:18:23.221570+00:00,umin_ctr,UMIN000019339,umin_id,1,1,0,/Users/badc0de/Documents/数据获取/outputs/smoke-index/smoke-index.csv,/Users/badc0de/Documents/数据获取/outputs/smoke-index/manifest.json,csv
